source,target,edge_type,content
12,325,replied_to,How are you having them add into the list? Can you post a short snippet of code?
12,58,posted_in_channel,"Hey guys. In the specs it talks about making out own database class. Could we just use a dictionary like the self.database in the TA code? Also, if we use that dictionary, I know the value is the relation, but should the key be the relation name or a hash code? If not the has, then when do we use the hash we did with dunder? Sorry that is a loaded question."
12,227,posted_in_thread,"Yeah you are right. Also, I am having trouble removing rows, becuase the row size is not as big as the header size. Any tips for that? This error is occuring in my project method"
12,78,posted_in_channel,"Hey guys. I went through the prep video and I am getting this weird thing where every time I print out the table that was formed in the join, the order is different. Does anyone know what causes that?"
12,234,posted_in_thread,Thank you!
12,384,posted_in_thread,Orion coming in clutch again!
12,89,posted_in_thread,"Thanks <Person>, I will look into that! I'm guessing it would be a good idea to utilize that in the union function right?"
12,385,posted_in_thread,Let's go! Okay I think I know how to fix that.
12,90,posted_in_thread,"Thanks <Person>! They are all looking the exact same so far one by one, but I will keep looking"
12,91,posted_in_channel,Should DFS and SCC both be lists of lists?
12,105,posted_in_channel,Does anyone want to get a group together to study for the Exam on Monday?
12,164,replied_to,"It could be rename before select depneds on the older it asks, like  Select B<0 Rename C <--B of R"
12,165,posted_in_thread,Sweet. I got a library group study room reserved from 2pm to 6pm. There is a small group of people who dm'd me and we will be studying then. You guys are welcome to join us. I am also down down to study with yall in the morning too if that doesn't work.
12,387,posted_in_thread,Chat GPT says left to right
12,388,posted_in_thread,Okay yeah becuase  R x S and then joined by T has no common things right?
344,29,posted_in_channel,Check for new line
344,350,posted_in_thread,"I think this was addressed in the Jupyter tutorial, you need to call:
self._FSA__get_current_input()
Something about it being an inherited method causes this problem, and I forgot about that when we talked yesterday"
344,253,posted_in_thread,"I’ll second <Person>’s comment, I can’t see any other reasonable way to handle undefined tokens. idk if this is the issue you’re running into, but I had a lot of seemingly inexplicable problems with valid symbols or keywords creating undefined tokens because I wasn’t resetting my FSAs after every time they ran. Thought I’d mention it since it took me forever to figure out."
344,394,posted_in_thread,"The command you need is python -m pytest test.py -v --tb=short --bucket=20
(You can also find this in part 3 h of the project 0 walkthrough, replace 20 with whatever bucket you want)
If you want to see your full output for a particular test case you can edit the file path on line 15 of project1.py and then run that file."
344,395,posted_in_thread,"A new line is indicated with the character ‘\n’ , which the FSAs will read the same as any other character. You could also use the string method .split() to split the input by lines and lex one line at a time"
344,47,posted_in_channel,parse_datalog function
344,259,posted_in_thread,"I think you must be using self incorrectly. Self always represents the class that the method belongs to. To iterate over the list of parameters inside a predicate you would do something like 
for param in self.parameters_list:
    param.to_string()"
344,396,posted_in_thread,"If I had to guess, you may have accidentally created a tuple containing your parameter object. Something like this:
new_param = (Parameter(…) ,)
would create a single element tuple, so the line 
new_param.to_string()
would give the error you described"
344,397,posted_in_thread,"I’d have to see the exact error to give any specific advice. One thought I had was to make sure you’re actually returning the token list, and not the output string from project 1."
344,398,posted_in_thread,"The run method returns a Boolean, indicating whether the parser succeeded or failed. I would recommend writing a to_string() method for the parser that returns the string used for the output of project 2."
344,399,posted_in_thread,"I suppose you could do either. Personally, I kept all of the parsing functions inside the Parser class, and only used the other classes as a structure for storing the rel<Person>t data."
344,58,posted_in_channel,Difference between selects
344,400,replied_to,See pinned messages in this channel
344,62,replied_to,I’m guessing that you’re printing the output instead of returning it as a string
344,401,posted_in_thread,"When projecting to an empty list, any rows that previously existed in the relation should still exist, they would just become empty rows. That way you can still determine if the query succeeded or not based on the number of rows in the relation."
344,402,posted_in_thread,"Inside of project3.py there should be an if statement that looks something like this (I've copied this from project 4 but it should be basically the same):
```# Use this to run and debug code within VS
if __name__ == ""__main__"":
    input_contents = read_file_contents(""./project4-passoff/80/input0.txt"")
    print(project4(input_contents))```
To run your code on an input file, change the string in the read_file_contents function to the file path for the input file you want (you should be able to copy the format I've used here), then run project3.py"
344,403,posted_in_thread,"Which query are you getting extras on? I’m guessing it’s either the 3rd or the last, because all of the others return every single row from their respective relations."
344,227,posted_in_thread,"Do you mean removing columns? The project method should never be removing rows.
I don't really have anything to say besides the obvious, the row length should never be different from header length. I'd recommend using some print statements or breakpoints to determine whether that discrepancy is happening before calling project or during project."
344,404,posted_in_thread,"I think colIndex is short for ‘column index’. 

The first select method, shown here, is for selecting rows where a particular column holds the given value. This is used for matching constants in queries.

The second select method is for selecting rows where two given columns hold the same value. This is used for matching duplicate variables in queries."
344,405,posted_in_thread,"I'm guessing there's a problem with how you are initializing the datalog_program object
You must be giving it a string instead of a Schemes object when constructing it"
344,406,posted_in_thread,"Pay close attention to the names of the schemes/queries. The first query is for DeaUoo, and there are only 3 facts that match that name exactly."
344,407,posted_in_thread,"someone else solved this issue by using the command
```python -m pytest test.py -v -vv --bucket=80```"
344,408,posted_in_thread,"In project 2 your Parameter class should have had a member variable is_id (or is_string). Strings in queries are constants, while IDs are variables."
344,262,posted_in_thread,"I can tell you what the error means. 
read_file_contents(answer_file) is returning None
I have no clue why that is happening, I can’t find any way that would even be possible. You haven’t edited test.py or any of the answer files, right?"
344,409,posted_in_thread,"You should only need 2 loops, mine looks something like this (my actual code is way messier, so this is a bit of an oversimplification):
```for tuple in tuples_set:
  for i in range(tuple.get_len()):
    output += self.header.get_val(i)
    output += '='
    output += tuple.get_val(i)
    output += ', ' 
  output += '\n' ```"
344,72,posted_in_thread,"In case either of you are still confused by this, I can try to explain. The database class wasn’t iterable in <Person>’s original code because the Database is NOT a dictionary, it is a class that contains a dictionary. You need to either define a specific function like <Person> did that tells Python how to iterate over the Database class, or get the dictionary out of the database object and then iterate over the actual dictionary itself."
344,410,posted_in_thread,"I did a similar thing with an assert statement. I don’t think you need to, but it can be helpful for debugging and shouldn’t cause any issues with the test cases"
344,411,posted_in_thread,"By how do you mean how to implement the rename function, or how to use rename to evaluate queries?"
344,412,posted_in_thread,"One of the selects chooses rows (tuples) that have a specific value at a specific index in the row. This is used for selecting rows in a relation that match constants in a query.

The other select chooses rows that have equal values at 2 specific indexes. This is used when a query contains multiple of the same variable to select rows that have the same value at both positions of that variable in the query."
344,78,posted_in_channel,"I would like to share with everyone that you can type hint inside a class to itself by putting this as the first line in the file:
```from __future__ import annotations```
If you don't know what that means, here's my brief explanation. As some of you may have discovered in project 3, Python doesn't like it when you indicate that the return type of a class method is the type of the enclosing class. For example, select, project, and rename are functions inside the Relation class that return Relation objects, but Python doesn't normally recognize ->Relation as a valid type hint inside of the Relation class definition. You can get around this by replacing the type hint with a string of the name of the type (eg. ->'Relation'), or you can just include the import statement from above."
344,413,posted_in_thread,"Personally, I stored the tuples in a set, which I used to construct a Relation. Then I could use the Relation's to_string method to output the tuples with the correct formatting later."
344,414,posted_in_thread,"You are correct, the projection step ensures that the number of columns matches in the joined relation matches the target relation, and that those columns are in the correct order. If you've followed the steps this situation should never cause a problem."
344,415,posted_in_thread,"I haven't looked at the demo code, but I'm fairly certain that's a mistake. It should be a Rule object, not a predicate object."
344,264,posted_in_thread,The first thing I would check is if the variable that tracks the number of changes made is being updated and reset correctly.
344,416,posted_in_thread,"I'm not sure about the first part, but for the second part your problem is that you are printing the parameter names from the rule instead of from the associated scheme. The rename step in rule evaluation handles this."
344,417,posted_in_thread,The best place to start here would be running each file in the 80s bucket individually to narrow down where the error occurs.
344,91,posted_in_channel,For Project 5a when doing postorder
344,418,posted_in_thread,I can take a look at them if you'd like. I turned mine in online so I can't guarantee mine is 100% correct but I'm pretty confident in it.
344,419,posted_in_thread,"Just pretend preorder doesn’t exist when doing postorder for project 5.
In your example, the postorder for R2 would be 1 (or 0 if your list is zero indexed)"
344,105,posted_in_channel,Prep exam 9c
344,420,posted_in_thread,There are other edges besides the one between D and E that meet the criteria in Prim’s algorithm. The graph in question 9 is undirected. Does that help?
344,110,posted_in_channel,"I’m still trying to wrap my head around Universal Generalization. If we have 2 equivalent domains called x and y, does universal generalization just say that A(x) and A(y) are equivalent statements?

Edit: I figured out how to do the problem I was stuck on (hw 13 #2) without universal generalization, but I would still like to know if I’m understanding that rule correctly."
344,10,replied_to,I thought we were skipping 2&3 since we don’t have time to learn everything about it
344,421,posted_in_thread,"(3,1) and (1,3) are in the relation, but (3,3) is not"
344,422,posted_in_thread,Not yet
344,423,posted_in_thread,"There’s no easy visual cue for transitivity in matrix form, so I think you’re better off writing out the ordered pairs first. Then you just have to identify any pairs that look like (a,b),(b,c) and check that (a,c) is also in the relation. If this is true for all linked pairs, then the relation is transitive.

If you’ve taken linear algebra, I found online that a matrix is transitive if and only if all non-zero entries of its square are in positions of 1s in the original matrix."
344,424,posted_in_thread,"Yes, one example is a relation with no edges (represented in matrix form by a matrix of all zeros) is simultaneously symmetric, asymmetric, and antisymmetric."
344,425,posted_in_thread,"I think that’s correct, as long as the entire logical statement is contained within the scope of the quantified statement you can use the logical equivalence on it without affecting the quantified statement.
(I hope I’m using all this terminology correctly)"
344,271,posted_in_thread,"Select operator does have higher precedence, you only need to worry about right to left order if precedence is tied.

Secondly, it is not possible to take the cross product of relations that share any attributes."
344,135,posted_in_channel,It’s that time again…
329,29,posted_in_channel,"So I finished project 1 and did all the git stuff but just noticed there's a submit option on learning suite, anybody know if we need to submit anything there?"
265,1,posted_in_channel,I'd love to!
265,150,replied_to,I'm going! Thank you for letting us know
265,392,posted_in_thread,sounds good
265,91,posted_in_channel,"Does your R7 have four nodes? I thought so because s5(a,w,x,y,z) has a in it."
265,105,posted_in_channel,I'm going! Thank you for letting us know
30,1,posted_in_channel,for anyone who needs it: free pdf version of the textbook https://readyforai.com/download/discrete-mathematics-and-its-applications-8th-edition-pdf/?wpdmdl=1676&_wpdmkey=64fa5bae867a5
30,26,posted_in_thread,"oh darn, sorry"
30,29,posted_in_channel,"Has anyone else gotten the issue for bucket 40 that the value of the comment stays the same and adds more when there's another:          (COMMENT,""# lots of line comments"", 2)
(COMMENT,""# lots of line comments###########################"", 4)"
30,91,posted_in_channel,"The Project5 Guide has a link to the pseudocode that doesn't give me permission to open, is there a way to access it?"
426,166,posted_in_thread,what was the solution? I have the same problem
426,47,posted_in_channel,I have the same problem with submitting to github but I followed the thread to fix it and now it says I have divergent branches and I don't know how to fix that
426,195,posted_in_thread,Sweet
427,111,replied_to,"Depending on how you structured your code, it should either be in the lex function or the __manager_fsm__ function. Eithe way, it will be when you're creating the Token value"
427,29,posted_in_channel,I'm confused as to where we can define the values for the different tokens
326,29,posted_in_channel,it won't run the autograder on my commit
49,47,posted_in_channel,"My code does not pass the autograder but I tested it locally and it worked for every input file given in the starter code. I've been locally testing in the terminal with the commands below. Any idea where I should start looking to figure out why it’s working locally but not in the autograder?
```
python3 project2.py > test.txt
diff test.txt project2-passoff/{bucket}/{filename}.txt
```"
49,105,posted_in_channel,"I reserved HBLL 4361 for noon-1pm today, planning to work on the practice final. If you’re on campus, feel free to stop by and work on it with us"
49,6,replied_to,I've had issues with this kind of stuff in the past. How did you install 3.11.5? Did you just go to the Python site and download from there?
49,136,posted_in_channel,I'm trying to update python on my mac (I have 3.9.6). I installed version 3.11.5 from python.org but the python3 --version command still shows 3.9.6. Do I need to do anything else for my machine to find the newer version?
49,428,posted_in_thread,I installed it following the instructions in the setup video. I installed the Mac version from the python.org site and followed the steps in the download manager
429,29,posted_in_channel,I'm running into an issue where my program output is EXACTLY what the test cases say it should be but it still doesn't pass. Any ideas?
343,91,posted_in_channel,Are we supposed to count it as a pass if no new tuples have been generated? I feel like the test cases are consistent on this.
343,110,posted_in_channel,Is there an objective way to tell if a string is ambiguous for a grammar? I'm struggling on hw 6 problem 2
343,59,replied_to,"<Person> gave a couple examples showing how FIRST and FOLLOW sets work in the thread above (entitled ""I'm a bit confused on FIRST sets...""), hopefully they're helpful"
343,118,posted_in_thread,"FIRST(A) = {12,7,8,9,6}
FIRST(B) = {7,8}
FIRST(C) = {9,7,8}
FIRST(D) = {1}
Would that be correct?"
343,136,posted_in_channel,"I'm having issues with it, except I get the same error with python -m"
235,91,posted_in_channel,"Does anyone know why in bucket 80 input 6 that it evaluates the scc's instead of in order 0-6 as 0,1,3,4,6,5,2?"
430,29,posted_in_channel,How do you get the line numbers? Do you just increment every time you find a newline character?
430,47,posted_in_channel,I'm having the same problem has anyone figured it out?
255,29,posted_in_channel,"Anybody else had the problem of ""ModuleNotFoundError: No module named 'fsa'""? I've been looking stuff up and haven't found a solution."
255,66,replied_to,I could help you out real quick! It's a lot easier over voice call. Can you join the student room voice chat right now?
96,1,posted_in_channel,Would anyone who hasn't taken the midterm yet like to meet up at 1 or 2 to go over the practice exam?
96,29,posted_in_channel,I noticed that the code in FSA_code_example.ipynb and Multiple_FSAs_using_inheritance are different. For example in Multiple it has:
96,367,posted_in_thread,I use this to debug
96,431,posted_in_thread,Ok gotcha. So it would be better to copy the code from the Multiple?
96,47,posted_in_channel,Are we supposed to make the Datalog object in a different file or does it not matter?
96,91,posted_in_channel,How is project 5a scored?
96,105,posted_in_channel,Does anyone want to get a group together
96,165,posted_in_thread,I'd be down to go over the practice exam tomorrow morning
432,102,replied_to,"Currently in class, but have finished the Project."
432,29,posted_in_channel,Are there any students who have finished project 1 that would be willing to help me out? I only had an hour to go to the ta office but they were too busy to see me
433,434,posted_in_thread,I am also confused about this...
345,29,posted_in_channel,"What should the input of "":-:"" output?
```(COLON_DASH,"":-"",1)                                                                                                                                                                         
(COLON,"":"",1)
(EOF,"""",1)
Total Tokens = 3```
or
```(UNDEFINED,"":-:"",1)
(EOF,"""",1)
Total Tokens = 2```
Should adjacent tokens be treated the same with and without whitespace?"
345,105,posted_in_channel,"Exam question for the <@&1126568267176222800>—This doesn't affect me anymore, but the written response portions on the test on learning suite were only two rows tall and that made it tricky to make sure I was doing the problems correctly. If they could be made taller, I'm sure that would be helpful to those still fitting the test in last minute."
345,110,posted_in_channel,"This is old, but on Homework 3, question 6 has me confused. it says (a∗b∪b∗a)∗ should match any number of alternating sequences of a's and b's, but shouldn't it match any combination of a's and b's? When I look at (a∗b∪b∗a)∗ I would think that if you took the two kleene stars inside to zero you could get that everything (b∪a)∗ gives you is also valid, and from my understanding that can give you any combination of a's and b's. Is that wrong?"
345,95,replied_to,"A 2x1, yes. Like for the other problems, I don’t know if you would have a row saying “Course - CS120” for question 3 as an example. That information is redundant and is part of the problem statement (no new info is being presented). So by that logic, makes me think the same might apply to question 1?"
345,3,replied_to,So step 4 is definitely supposed to say ¬(p ∧ q) and not ¬(p v q)
59,435,replied_to,You have to make changes to the branch before you can make a pull request. Hit the new branch button and then go to that branch and add a readme file or make a slight change on github. Then you should be able to have an option that lets you make the pull request. That's what I did anyway and it worked for me
59,102,replied_to,"You might just be able to take it into a TA tomorrow and tell them how it's a submission error in which case they might just give you full points once they help you figure out the problem because you tried to submit it before the due date time, but it wouldn't let you..."
59,47,posted_in_channel,Where are we supposed to write our code? From the imported github code I just see project 2.py and a bunch of test files. Do I need to add files to the download in order to create the project?
59,221,posted_in_thread,I am still getting an exception error thrown on fst_scheme.append(self.parse_scheme())
59,436,posted_in_thread,Thanks
59,260,posted_in_thread,So that is what is confusing to me because I thought I had eliminated that problem. In my lexer I have the object tokens which is a list of tokens.
59,58,posted_in_channel,"I'm a little confused on what the rename function should do. I just having it set the old header to the new header, but is it supposed to return a new relation? I don't think it should since I am just renaming it, but I am not sure about that."
59,67,posted_in_thread,Thanks <Person>! I also had a question about the errors the functions are supposed to throw. Are we supposed to make the code run despite the error or let it mess up?
59,110,posted_in_channel,"HW1 Q30: I was wondering if anyone could explain how to do the cartesian product with an empty set. I also am confused by the question because I believe that CxD should not be a subset of AxB, but that seems to be wrong."
59,437,posted_in_thread,Starting a thread.
254,1,posted_in_channel,"Question, how do you submit the project? I’ve pushed mine to GitHub several times and nothing seems to have happened. Should I have not been pushing it to GitHub as I was working on it?"
254,29,posted_in_channel,Do you have any spaces in your token to_string method? I feel like I had a similar problem earlier and it came down to that
254,58,posted_in_channel,Copy of relation - from <Person> in the TA lab:
438,58,posted_in_channel,"Question, will there ever be a case that we have to test if Query would repeat a variable name more than twice?"
438,236,replied_to,"try returning your out_string instead of printing it in your ""project3.py"" file"
438,382,posted_in_thread,yup
62,29,posted_in_channel,"My code passes all the tests in vsc but it's failing on github. All the files are uploaded just fine, but it's saying 

Pytest: error: unrecognized arguments: --bucket=20

Did anyone else get this problem?"
62,288,posted_in_thread,"I get the same error when I run it that way on my own machine, the --bucket= command isn't found. But thank you for the history idea, I'll try that. If I cloned my project before they made the changes, will it clone the old repo or will it clone the newer one that they uploaded?"
62,47,posted_in_channel,Did you use this for your datalog parser function?
62,261,posted_in_thread,The parse_datalog_program function?
62,58,posted_in_channel,"If we use <Person>'s demo code and our tuple class is called Row, will we be counted off for not specifically using the name Tuple?"
62,78,posted_in_channel,"When the specs are talking about creating a join method, is that the same as union? And when we join two relations, they will only join if both headers are exactly the same, right?"
62,110,posted_in_channel,"What is the best way to test a function written as f(x) to see if it is bijective, injective or surjective?"
62,117,posted_in_thread,But then won't we get conditional values since we don't know any of our variables?
62,131,posted_in_thread,"Oh perfect, I didn't know if we were allowed to graph it or not."
62,307,posted_in_thread,Thanks! Sorry I found the answer
62,136,posted_in_channel,How are we supposed to read the bucket number into our project0?
62,10,replied_to,Have you tried running ``pip install -U pytest``?
111,29,posted_in_channel,"Should the states be functions or ""Callables""? I'm a little confused by the discrepancies from the jupyter tutorial and the starter code?"
111,102,replied_to,I copied them from my terminal using: `% cp -R`
111,47,posted_in_channel,"I'm having trouble importing in my project 1 code into project 2. Both directories (project 1 and project 2) are within a parent directory for the class. I'm inside the project 2 subdirectory, in a new .py file trying to call from <project2> import * and it's not finding the project 2 directory. Anyone know how to troubleshoot this?"
111,439,posted_in_thread,the suspense is killing me
111,239,posted_in_thread,"Try this thread: https://discord.com/channels/1049410982167974018/1162497731890266242

I had a similar issue"
111,110,posted_in_channel,"In hw 4 question 3, should we account for strings of apostrophes or strings beginning/ending with an apostrophe? I.e., ''' ( a string with just an apostrophe and no spaces) or ''Tis the season' (with an apostophe at the beginning) or 'somethin'' (apostrophe at end)?"
111,440,replied_to,"Do neither, it is an old assignment"
111,66,replied_to,"For the output column, each row just had a single letter (a, b, c,...) or AdPop, depending on which action (production) I took. 

I don't think we need a parse tree."
111,161,replied_to,My understanding was that we want a regular expression that matches the *language* of strings
95,1,posted_in_channel,It’s back up for me
95,29,posted_in_channel,The slides say this. Are block comments removed from the project?
95,98,replied_to,Yeah
95,441,replied_to,"This is obvious, but I get that error if I accidentally try to run the code from that class file rather than from project1.py"
95,366,posted_in_thread,Any extra new lines at the end of the output or the test cases?
95,370,posted_in_thread,"If you’re referring to why it bugs out if you run lexer_fsm directly, I suspect it’s because the file has nothing calling it. You run the file, but there is no instantiation of Lexer_FSM(). So it doesn’t know what to do. It would be like running a Class.cpp without creating an object of type Class"
95,256,posted_in_thread,Can you send a screenshot of 1) where you call your manager function and 2) of your manager function?
95,442,posted_in_thread,"A suggestion might be to have one constructor, and give line_num a default value. So if you input a value, it’ll use the one you gave it. But if you don’t give a value, then the default value could be like “None” and then an if statement “if line_num == None” could handle it accordingly"
95,41,posted_in_thread,"I think the key to this is to remember that every line of code will make its way through each FSA. And each FSA will return to the LexerFSM whether or not that specific FSA recognizes the sequence of characters fed into it (at least if you’re following the jupyter notebooks method). 

The notebook (or maybe the project description?) clarified that we will classify a set of characters a specific token based on which FSA returns True last. So, there might be a way to arrange the order in which the FSAs are run so that the specific tokens (like Schemes, Rules, Queries, and Facts) have trump over the more general IDs…"
95,431,posted_in_thread,That serves mostly as a cosmetic device which stores some meta data. The style guide describes it as “a promise to readers of the code that this item is a function”
95,443,posted_in_thread,Your would stop when it encounters the 1 in 1stPerson. I believe the example on Learning Suit is just to illustrate that a word starting with a number cannot be a string (but everything else after could be if the number wasn’t there)
95,335,posted_in_thread,"How I did it was I called all of my FSAs in a for loop in the Lex function (as shown in jupyter notebooks). So, before I call the Lex function (which requires an input string), I scan the input to see if there is any white space which should be ignored by the Lex function (and hence the FSAs). If there is, I remove the white space by getting rid of that character. A while loop makes sure that all white space is removed"
95,336,posted_in_thread,"I did read the next character. I read it, if it wasn’t alnum() then I “backtracked” on telling the FSM how many characters to insert into the token"
95,47,posted_in_channel,Did Dr. Goodrich say after what class we’ll know everything to do Project 2? Was that after today’s lecture?
95,444,posted_in_thread,"I would use some breakpoints to watch it (sorry, really “duh” of an answer) and make sure that when you return from your recursive descent parsing, that you’re not inserting any lists into your defined list of predicates.

 For example, let self.schemes be the list in which you store all of your schemes. Let parse_scheme return a Scheme predicate, and let parse_scheme_list return a list of Scheme predicates.

Self.schemes = [parse_scheme]
self.schemes += [parse_scheme_list]

Because parse_scheme_list returns a list, self.schemes will be a list containing a list"
95,445,posted_in_thread,"So, the best practice is to use both. Within the parse function, find out if the next input value is 1) a part of the first set, and then 2) a part of the first set and then 3) if neither, throw an error. 

However, this grammar is nice enough that you could get away with just checking the first set depending on how you have your error function set up. But it’s not wise in the long run (and implementing it the correct way doesn’t take too much effort)"
95,91,posted_in_channel,Wouldn’t any SCC of size 1 be self dependent?
95,446,posted_in_thread,Is your forward_graph a list?
95,105,posted_in_channel,When is the exam?
95,6,replied_to,is the prep exam closed notes?
95,236,replied_to,"since the midterm review is on the 23rd, I'd hazard a guess it's after that"
95,447,posted_in_thread,I would say you’re not missing anything. Can you do the cross product in this case? (That’s rhetorical)
95,110,posted_in_channel,Any possible string in between to ‘ ‘ single quote marks
95,106,replied_to,"All the edges from the graph that are part of the forest created by the DFS traversal are solid. All other edges from the graph are added to the tree, but they are dashed"
95,135,posted_in_channel,The TA Help Queue at 9:00.00am on the dot today
106,1,posted_in_channel,"Let me give an example. Consider the set S = {x,y,z}. The power set is {Ø,{x},{y},{z},{x,y},{x,z},{x,y,z}}"
106,236,replied_to,yes
106,14,posted_in_thread,<Person> is correct -- online final available throughout finals week
106,448,posted_in_thread,You don't have to draw all the transitions but you should write a note that says that all transitions not shown go to the error state. You should show at least a few of the transitions to an error state on the diagram
106,449,posted_in_thread,fixed
106,450,posted_in_thread,"Neither Saturday or Sunday is supposed to count as a late day. If we messed up and counted one or both as a late day, please DM me so that I can fix your score"
106,451,posted_in_thread,Good suggestion. I just pinned it.
106,22,posted_in_thread,I used drawio. There is a drawio plugin for vscode
106,23,posted_in_thread,Room 1115
106,25,posted_in_thread,"The Jupyter notebook references the definition in the textbook that we'll be discussing on Sept 18, so it has you focus on the right reading to get a head start on project 1"
106,27,posted_in_thread,Also under the announcements tab on learning suite
106,29,posted_in_channel,"I'd have to see your whole file to help, but you could try the following ChatGPT prompt:

""why would the following code

from .project1_classes.fsa_classes.colon_dash_fsa import ColonDashFSA

cause the following error

ImportError: attempted relative import with no known parent package"""
106,452,posted_in_thread,"It depends a little on how you've implemented it. I implemented my code so that I stepped through one character of my input string at a time. I kept track of how many characters I had read, and when the number of characters read equaled the length of the original input then I knew that I'd reached the EOF."
106,356,posted_in_thread,You should clone it from the terminal. Cloning and the .zip method both create local copies but cloning also sets up the git repository and allows testing in github classroom
106,453,posted_in_thread,"Try this prompt from chatGPT 

""what would cause the following error when I use pytest
::error::Error: Exit with code: 1 and signal: null"""
106,294,posted_in_thread,"As an example of what <Person>ua says, if the input is ""Rules1"", should the lexer say that it found the RULES pattern or that it found the ID pattern? (The answer is ID.)  Similarly, if the input is ""Rules:"" then both the RULES FSA and ID FSA return true, but RULES is the correct pattern."
106,41,posted_in_thread,Check out input62.txt and answer62.txt for some examples of subtle differences between IDs and keywords.
106,297,posted_in_thread,"@<Person>ua, could you please fix that in the tutorial so that when students upload it they get the corrected version?"
106,298,posted_in_channel,A list of what tutorials are done
106,300,posted_in_thread,excellent! thx
106,58,posted_in_channel,@everyone
106,198,posted_in_thread,You'll be ready to start on project 1 after lecture on Monday.
106,78,posted_in_channel,Here is a link to the slides I created as I implemented project 4. I tried to spell out all the steps in the slides and give examples. https://learningsuite.byu.edu/.qP7i/cid-QU01ke0lYENd/pages/id-CXGA
106,105,posted_in_channel,That's fine. It's what I would do
106,454,posted_in_thread,"I've made a note to make those spaces bigger for the final, and to make them bigger for the midterm in fall 2024"
106,110,posted_in_channel,Post to show how to use threads
106,10,replied_to,"The postorder numbers represent when vertices are popped off the stack, first, second, third, etc. Those are the numbers you use for part 3. For part 4, you give a list in reverse order [last node, second to last node, ... second node, first node]"
106,423,posted_in_thread,We'll discuss a few other tests today and Wednesday. The most simple test I know is whether M = M^[2]. We'll define M^[2] in class today
106,455,posted_in_thread,"Almost all of the problems from Homework 10a are variations of examples from the textbook. We changed them slightly so that we weren't violating copyright, but you can find all the examples in the book."
106,456,posted_in_thread,"It's helpful to think about this problem using the ideas about free and bound variables for quantifiers.  The y in 9d is bound to the forall quantifier, which means that it acts like a ""dummy variable"". In other words, the fact that we use y is not important because what is important is that the statement claims that Q is true for any element of the domain."
106,353,posted_in_thread,"you need some other rules of inference/logical equivalences to get a knowledge base in the normal form, but once in the normal form you only need resolution if you are doing proof by contradiction. The four forms of resolution that we talked about in class subsume modes ponens, modus tollens, and disjunctive syllogism."
106,457,posted_in_thread,"Yes, you only need resolution. Remember the four forms of resolution that I shared in class. The problem you noted is one of the forms. The idea is that you can just apply resolution to complete proofs without the other rules once you have the knowledge base in the right form."
106,458,posted_in_thread,The scores have all been adjusted now on homework 10a
106,459,posted_in_thread,"Since I didn't specify o the homework, I'll accept either"
106,460,posted_in_thread,We'll discuss these kinds of problems in class today
106,437,posted_in_thread,"Try to think about this in terms of the pseudo-code I posted on Discord

A = {'a','b'}
B = {'1','2'}
A_cross_B = set()
for a in A:
    for b in B:
        A_cross_B.add(tuple([a,b]))

Suppose that we change the two sets so with C = {1,2} and D = {}. The pseudo-code turns into

C = {1,2}
D = set()
C_cross_D = set()
for c in C:
    for d in D:
        C_cross_D.add(tuple([c,d]))

What happens when we try to iterate through each d in D? Try it out in python. The code runs."
106,461,posted_in_thread,Which question? I'll look into it
106,132,posted_in_thread,I'm changing the configuration so that you can save online homeworks and come back to them. I also increased the number of allowed attempts for the first two assignments to three (to compensate for this problem).
106,462,posted_in_thread,"The order of the elements in a tuple matter: (a,1) does not equal (1,a)."
106,133,posted_in_thread,"Correct. Same questions, same answers. Possibly different answer orders. The intent is for students to learn from mistakes (learning activity) not measure topic mastery (assessment activity)"
106,134,posted_in_thread,This is a thread response
106,145,posted_in_channel,"Each lecture will be available both in class and via zoom. Please attend in class since I think you'll experience will be better in class, but people get sick or have to travel or have child care so I want to make the zoom link an option. A TA will be online during class to answer questions from those joining via zoom. I'll try to remember to record each lecture, but it would help if you'd remind me; BYU no longer allows me to automatically record zoom meetings. 

Here are the links for each section.

11am (section 3) https://byu.zoom.us/j/93771628694?pwd=MGUzRmlkSkhsS0hoR0Z1YWh6U2Rpdz09
1pm (section 1) https://byu.zoom.us/j/99934416096?pwd=S0hXYk5BZ1Jtams3b2E1WFplalhLUT09
2pm (section 2) https://byu.zoom.us/j/94479955425?pwd=SDJKMDU1dFA4MXJJM25PL05CcDBLUT09"
106,463,posted_in_thread,"Here's the zoom link and passcode

https://byu.zoom.us/rec/share/95c6xRyUE5CSaxoeWWfmuSaay_pkIUoYBLHLqwZXGKBMnIKDtks-zE1yFBVycvpS.wN7IuYJK0bQPWg4A 

Passcode: N=0bae6+"
106,464,posted_in_thread,I've revised this document (7 Sept) and invited CS faculty who are interested to make suggestions for improving it. Please use this document as a guide for how to use chatbots to enhance your learning while at the same time maintaining your acdemic integrity. Questions are welcome
106,465,posted_in_thread,Here's the link. Apologies for the stammering in places
106,149,posted_in_channel,<@681617543563051019> <@317466812721922049> One of the TAs who said that they'd work dropped so we are down 10 TA hours.
106,466,posted_in_thread,hope you get feeling better soon
106,467,posted_in_thread,good luck with the interview
106,468,posted_in_thread,Hope you get feeling better soon
106,469,posted_in_thread,Hope you get feeling better soon
106,154,posted_in_thread,awesome!
